title,description,url
New School of Medicine building begins construction,"UC Riverside began construction Friday, Oct. 22 of a new School of Medicine building that will allow for growing class sizes and increasing the number of physicians trained in the underserved Inland Southern California. Campus and community leaders celebrated the start of the project at a groundbreaking ceremony at the project site south of the existing School of Medicine Education on the east side of campus.",https://news.ucr.edu/articles/2021/10/27/new-school-medicine-building-begins-construction
Professor launches Center for Athletes’ Rights and Equity,"New research center is the brainchild of Eddie Comeaux, a UCR higher education professor and former Division I college athlete",https://news.ucr.edu/articles/2021/02/08/professor-launches-center-athletes-rights-and-equity
Athletics releases spring schedules,"UC Riverside’s Department of Intercollegiate Athletics this week released schedules for its spring athletic teams.  Baseball  UC Riverside head baseball coach Justin Johnson has announced the Highlanders’ 2023 schedule. UC Riverside returns more than half of its starting lineup from 2022 and its top three starting pitchers in Tyler Frazier, Tucker Juline, and Eric Marrujo. Click here for the full schedule. ",https://news.ucr.edu/articles/2023/01/18/athletics-releases-spring-schedules
Experts on Diversity and the Oscars,"Diversity and the Oscars The 93rd Academy Awards are scheduled for Sunday, April 25, 2021. Experts from the University of California, Riverside are available to discuss various Academy Awards topics, including diversity, acting, gender, culture, and more.  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu ",https://news.ucr.edu/articles/2021/04/15/experts-diversity-and-oscars
"Highlanders fend off Cal Poly, move into first place in Big West","UC Riverside welcomed students back to campus on Monday at a packed SRC Arena, treating them to free extra basketball with a thrilling 83-78 overtime win over Cal Poly to move into first place in the Big West. The Highlanders are now 6-1 in conference play, the best start in program history.  Monday's win was the seventh straight in the series for UCR, the Highlanders' longest current winning streak over any conference opponent. ",https://news.ucr.edu/articles/2023/01/17/highlanders-fend-cal-poly-move-first-place-big-west
Highlanders move into second place after blowout win,"High-octane offense was on display on both sides at Premier America Credit Union Arena, but UC Riverside proved too much for CSUN on Monday night with a resounding 96-76 win over the Matadors.  Their 19th win, which extended a team record in Division I play, was the Highlanders third straight and vaulted them into sole possession of second place in the hypercompetitive Big West Conference. ",https://news.ucr.edu/articles/2023/02/22/highlanders-move-second-place-after-blowout-win
UC Riverside reaffirms MOU with EPA,"A number of environmentally focused activities with the U.S. Environmental Protection Agency (EPA) will be continuing, thanks to the renewal of a Memorandum of Understanding (MOU) between EPA’s Region 9 and the University of California, Riverside.",https://news.ucr.edu/articles/2019/06/05/uc-riverside-reaffirms-mou-epa
Smoking reduces wealth’s tendency to increase life expectancy,"Smoking dominates other factors, including amount of wealth, in shortening lifespan",https://news.ucr.edu/articles/2022/04/08/smoking-reduces-wealths-tendency-increase-life-expectancy
UCR student researcher takes smoking personally,"You don’t want Careen Khachatoorian for a sister. Not if you smoke, you don’t. Careen’s older brother is trying to conceive a child with his partner. A typical text to her smoker-brother includes a link to a sins-of-smoking article, and reads like this: “See? Pregnant mothers have a greater chance of delivering a child with ADHD if they are exposed to smoke.” Or…  “See? Cigarette smokers don’t produce as much sperm.”",https://news.ucr.edu/articles/2019/02/21/ucr-student-researcher-takes-smoking-personally
New model links cultural trauma with health inequalities,UC Riverside researchers offer new interpretation of cultural trauma,https://news.ucr.edu/articles/2021/11/22/new-model-links-cultural-trauma-health-inequalities
JUUL electronic cigarette products linked to cellular damage,Study by UC Riverside and Portland State University scientists finds nicotine concentrations in JUULs is dangerously high,https://news.ucr.edu/articles/2019/04/09/juul-electronic-cigarette-products-linked-cellular-damage
Harmful metals found in vapors from tank-style electronic cigarettes,UC Riverside study analyzed six popular e-cigarette tanks and their atomizers,https://news.ucr.edu/articles/2019/09/27/harmful-metals-found-vapors-tank-style-electronic-cigarettes
E-cigarette users are exposed to potentially harmful levels of metal linked to DNA damage,Zinc excess in the body correlates with oxidative stress,https://news.ucr.edu/articles/2020/02/20/e-cigarette-users-are-exposed-potentially-harmful-levels-metal-linked-dna
Vaping lung injury symptoms have been reported online for at least seven years,UC Riverside research used internet data mining to monitor health effects reported by electronic cigarette users over time,https://news.ucr.edu/articles/2020/01/06/vaping-lung-injury-symptoms-have-been-reported-online-least-seven-years
Fruit fly offers lessons in good taste,UC Riverside study shows food choice decisions require taste input,https://news.ucr.edu/articles/2021/07/26/fruit-fly-offers-lessons-good-taste
Flame retardants linked to autistic-like behavior,UC Riverside-led study shows maternal transfer of PBDEs causes brain changes in female mice offspring,https://news.ucr.edu/articles/2021/11/05/flame-retardants-linked-autistic-behavior
Scientists decode DNA secrets of world’s toughest bean,"UCR scientists have decoded the genome of black-eyed peas, offering hope for feeding Earth's expanding population, especially as the climate changes.",https://news.ucr.edu/articles/2019/07/09/scientists-decode-dna-secrets-worlds-toughest-bean
UCR alumna’s story on rapper Nipsey Hussle results in Emmy nomination,The Fox 11 reporter’s profile ran four months before the artist’s murder.,https://news.ucr.edu/articles/2019/07/09/ucr-alumnas-story-rapper-nipsey-hussle-results-emmy-nomination
Keto diet may not work for women,"Scientists from UC Riverside are studying how the popular keto and intermittent fasting diets work on a molecular level, and whether both sexes benefit from them equally.",https://news.ucr.edu/articles/2021/12/07/keto-diet-may-not-work-women
How specificity of the brain is wired,UC Riverside mouse study identifies key molecules that determine specificity of neural circuits,https://news.ucr.edu/articles/2021/11/17/how-specificity-brain-wired
How are epilepsy and autism linked?,UC Riverside and Rutgers University scientists explore this question in a study on mice,https://news.ucr.edu/articles/2021/11/08/how-are-epilepsy-and-autism-linked
Coolants in Puff electronic cigarettes present health hazard,UC Riverside-led study highlights need for regulation to protect public health,https://news.ucr.edu/articles/2022/08/02/coolants-puff-electronic-cigarettes-present-health-hazard
Thirdhand smoke can trigger skin diseases,UC Riverside-led clinical study advances molecular understanding of THS effects on skin,https://news.ucr.edu/articles/2022/10/11/thirdhand-smoke-can-trigger-skin-diseases
Human skin can be damaged by exposure to thirdhand smoke and electronic cigarette spills,"A relatively short exposure is sufficient to cause the damage, UC Riverside study finds",https://news.ucr.edu/articles/2022/06/08/human-skin-can-be-damaged-exposure-thirdhand-smoke-and-electronic-cigarette
How diet influences taste sensitivity and preference,"What you eat influences your taste for what you might want to eat next. So claims a University of California, Riverside, study performed on fruit flies. The study, published in the Journal of Neuroscience, offers a better understanding of neurophysiological plasticity of the taste system in flies.",https://news.ucr.edu/articles/2021/12/15/how-diet-influences-taste-sensitivity-and-preference
How the brain stores remote fear memory,UC Riverside mouse study could lead to novel therapies for people living with PTSD,https://news.ucr.edu/articles/2022/12/23/how-brain-stores-remote-fear-memory
Switching from tobacco to e-cigarettes does not reverse respiratory epithelium damage,UC Riverside study reports e-cigarette prolonged use may contribute to airway epithelium damage and lead to respiratory diseases,https://news.ucr.edu/articles/2022/07/12/switching-tobacco-e-cigarettes-does-not-reverse-respiratory-epithelium-damage
How do worms develop their gut?,The pandemic helped a husband-and-wife team at UC Riverside solve the mystery,https://news.ucr.edu/articles/2022/12/07/how-do-worms-develop-their-gut
"When restricting capital movement, don’t go it alone","When it comes to avoiding reputational costs of economic policy controls, there is safety in numbers. That’s the finding of a recent study of capital controls, or government restrictions on the cross-border movement of money and capital. The researchers assert it’s one of the most systematic studies yet of the reputational risks associated with capital controls among emerging markets.",https://news.ucr.edu/articles/2021/07/26/when-restricting-capital-movement-dont-go-it-alone
For the love of caterpillars,A first-generation student’s journey into entomology.,https://news.ucr.edu/articles/2019/05/28/love-caterpillars
Connecting through culture,This psychology major from Dubai made it her mission to connect local and international students.,https://news.ucr.edu/articles/2019/05/28/connecting-through-culture
How stressed-out plants produce their own aspirin ,"Plants protect themselves from environmental hazards by producing salicylic acid, also known as aspirin. A new understanding of this process may help plants survive climate change.",https://news.ucr.edu/articles/2022/07/12/how-stressed-out-plants-produce-their-own-aspirin
How associative fear memory is formed in the brain,UC Riverside mouse study provides insights into how pathological fear memory in PTSD could be suppressed,https://news.ucr.edu/articles/2020/03/13/how-associative-fear-memory-formed-brain
Pest-monitoring device enters into field trials,The technology invented by engineers at UC Riverside could reduce pesticide use and crop loss,https://news.ucr.edu/articles/2018/07/24/pest-monitoring-device-enters-field-trials
Astronauts might soon grow SPACE tomatoes,Grant to UC Riverside could help put tiny tomato plants on the International Space Station,https://news.ucr.edu/articles/2019/04/25/astronauts-might-soon-grow-space-tomatoes
Artificial photosynthesis can produce food without sunshine,"Scientists are developing artificial photosynthesis to help make food production more energy-efficient here on Earth, and one day possibly on Mars",https://news.ucr.edu/articles/2022/06/23/artificial-photosynthesis-can-produce-food-without-sunshine
"Pumpkins, trunk-o-treat, and family fun at UC Riverside",UCR’s Community Garden will host its inaugural Fall Festival and Pumpkin Patch on Oct. 26.,https://news.ucr.edu/articles/2019/09/27/pumpkins-trunk-o-treat-and-family-fun-uc-riverside
Decoded genome of little-known disease offers hope for citrus,UC Riverside scientists are hoping the RNA of an obscure infection can one day be used like a Trojan horse to deliver life-saving treatments to citrus trees.,https://news.ucr.edu/articles/2021/06/10/decoded-genome-little-known-disease-offers-hope-citrus
Some domesticated plants ignore beneficial soil microbes,Domestication yielded bigger crops often at the expense of plant microbiomes,https://news.ucr.edu/articles/2020/03/10/some-domesticated-plants-ignore-beneficial-soil-microbes
Vaccine exemption process detailed,"This past week, UCR announced an Aug. 16 deadline for UC Riverside employees and students to upload vaccination records for fall 2021. The message was a follow-up to the UC system’s announcement of a SARS-CoV-2 Vaccination Program that would require vaccinations for employees and students to be on campus for fall 2021.",https://news.ucr.edu/articles/2021/07/28/vaccine-exemption-process-detailed
UCR marks 20 years of Spanish-language orientations,More than 100 parents are scheduled to attend the July 19 session.,https://news.ucr.edu/articles/2019/07/12/ucr-marks-20-years-spanish-language-orientations
Veteran and community college transfer student heads to UCLA for graduate studies,"When he joined the U.S. Navy in 2010, Mychal Valle didn’t think he would ever return to school. After all, he got to work on new radar technologies in the navy and got recognized for writing technical manuals. But by the time he left the navy in 2016, Valle’s service helped him discover his passion: a career in science.",https://news.ucr.edu/articles/2021/05/24/veteran-and-community-college-transfer-student-heads-ucla-graduate-studies
UCR admits most California freshmen among UCs,"UC Riverside has admitted a record number of freshmen for fall 2021 with a total of 34,671 admits — an increase of 1,964 students from the year before, according to data released by the University of California on July 19.",https://news.ucr.edu/articles/2021/07/20/ucr-admits-most-california-freshmen-among-ucs
Oregon state leader with passion for student success to lead Undergraduate Education,"Jennifer Brown has been named vice provost and dean of Undergraduate Education at UCR, effective Aug. 1, 2018",https://news.ucr.edu/articles/2018/05/16/oregon-state-leader-passion-student-success-lead-undergraduate-education
UC report: UCR sends largest number of acceptance letters to California freshmen within UC system,"The campus also issued the most welcome letters to African American, first-generation, low-income, and a percentage of community college transfers.",https://news.ucr.edu/articles/2019/07/26/uc-report-ucr-sends-largest-number-acceptance-letters-california-freshmen
New Vice Provost & Dean of Undergraduate Education named,"Louie Rodríguez has been named UC Riverside’s next vice provost and dean of undergraduate education (VPDUE), effective April 1.",https://news.ucr.edu/articles/2023/02/13/new-vice-provost-dean-undergraduate-education-named
First-gen virtual chats now offered twice a week,Students looking for assistance and resources can connect through Zoom chats every Tuesday and Thursday.,https://news.ucr.edu/articles/2020/03/25/first-gen-virtual-chats-now-offered-twice-week
UCR recognized as a First-gen Forward Institution,"The University of California, Riverside, has been selected to join a group of universities looking to advance educational opportunities for first-generation college students. On Monday, March 2, the National Association of Student Personnel Administrators, known as NASPA, announced UCR will join its 2020-21 First-gen Forward cohort, an honor that earned the university a designation as a First-gen Forward Institution. The cohort will work within NASPA’s Center for First-Generation Student Success.  ",https://news.ucr.edu/articles/2020/03/03/ucr-recognized-first-gen-forward-institution
Mentoring by text message,"UCR’s Campus Collective has more than 2,000 mentees in four months.",https://news.ucr.edu/articles/2021/02/02/mentoring-text-message
Scientists to study how lungs respond to worm infections,Research supported by five-year NIH grant may have relevance for COVID-19 patients,https://news.ucr.edu/articles/2020/05/21/scientists-study-how-lungs-respond-worm-infections
Sustainable laundry dryer lands third in design competition,The solar thermal technology directs heated air from the attic into a closet where wet clothes are hanging,https://news.ucr.edu/articles/2019/04/25/sustainable-laundry-dryer-lands-third-design-competition
A possible end to ‘forever’ chemicals,Excess electrons could help break the strong chemical bonds in products that contaminate water supplies,https://news.ucr.edu/articles/2020/03/10/possible-end-forever-chemicals
From UCR’s garden to students’ tables,UCR’s community garden delivers fresh fruit and vegetables to students who remain on campus.,https://news.ucr.edu/articles/2020/05/11/ucrs-garden-students-tables
"UCR Citrus Gifts expands online with citrus and honey-infused marmalades, soaps, and more","The fruits of UC Riverside’s research are even easier to enjoy with the Citrus Gifts collection expanding its line of products and making them available online. The collection, featuring marmalades and olive oils from citrus and bee research, have been sold in campus stores for about six years. In June, the campus began selling them online to expand their availability to the wider campus community and alumni. “This idea of creating this very unique UCR gift item is a way to take a piece of UCR home with you,” said Leslie Gerretse, senior manager for Hospitality Services.",https://news.ucr.edu/articles/2020/08/10/ucr-citrus-gifts-expands-online-citrus-and-honey-infused-marmalades-soaps-and
UC Riverside receives Diversity Award,"INSIGHT into Diversity recognition acknowledges recruitment, retention efforts for underrepresented, first-generation students and faculty",https://news.ucr.edu/articles/2018/08/29/uc-riverside-receives-diversity-award
Queer students interested in health? There’s a club for you,Health Queers is now one of more than 450 campus student organizations.,https://news.ucr.edu/articles/2019/12/09/queer-students-interested-health-theres-club-you
Virtual program links students around the globe,"UC Riverside’s International Affairs shifted into a nearly 24/7 operation earlier this year, especially in its efforts to recruit new international students. The team spent thousands of hours redesigning programs for virtual platforms — all made accessible to students in the United States and around the world.  ",https://news.ucr.edu/articles/2020/12/02/virtual-program-links-students-around-globe
Experts on coronavirus,"Coronavirus  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  John Barton, assistant professor of physics",https://news.ucr.edu/articles/2020/03/03/experts-coronavirus
Economic Crisis Response Team ensures students receive food and shelter,The interdepartmental group has received dozens of requests for support since campus closure.,https://news.ucr.edu/articles/2020/04/01/economic-crisis-response-team-ensures-students-receive-food-and-shelter
How mantis shrimp pack the meanest punch,Multifaceted design of the mantis shrimp club is inspiring advanced composite materials for airplanes and football helmets,https://news.ucr.edu/articles/2018/01/16/how-mantis-shrimp-pack-meanest-punch
"Ladies’ choice: What drives faster, flashier formation of new animal species","Evolution is actually a Sadie Hawkins dance, as new research shows females not only determine whether male animals develop bright colors, but also how fast new species develop. ",https://news.ucr.edu/articles/2019/07/26/ladies-choice-what-drives-faster-flashier-formation-new-animal-species
Search for life beyond the solar system topic of faculty research lecture,Timothy Lyons will deliver the 66th annual lecture at UC Riverside,https://news.ucr.edu/articles/2018/05/16/search-life-beyond-solar-system-topic-faculty-research-lecture
Managing earthquakes triggered by oil production,A team of scientists has developed an approach to disposing wastewater that reduces the danger of triggering an earthquake.,https://news.ucr.edu/articles/2021/07/28/managing-earthquakes-triggered-oil-production
Researchers to Target Mosquito Egg Production to Curtail Disease,"RIVERSIDE, Calif.",https://news.ucr.edu/articles/2018/07/13/researchers-target-mosquito-egg-production-curtail-disease
Trans students find an oasis at T*Camp,The award-winning program returns for its eighth year in January,https://news.ucr.edu/articles/2018/10/18/trans-students-find-oasis-tcamp
Newsom appoints UCR Highlander to Student Aid Commission,"Angel Rodriguez, an alumnus and current grad student, urges students to apply for Cal Grants",https://news.ucr.edu/articles/2021/10/05/newsom-appoints-ucr-highlander-student-aid-commission
Disruption makes startup investors balance caution against fear of missing out,Disruptive startups attract investors quickly but receive less money than their more conventional counterparts,https://news.ucr.edu/articles/2018/10/10/disruption-makes-startup-investors-balance-caution-against-fear-missing-out
How might the coronavirus change the world around us?,Sociologist Richard M. Carpiano weighs in on some of the less obvious ways COVID-19 could restructure life as we know it,https://news.ucr.edu/articles/2020/04/01/how-might-coronavirus-change-world-around-us
Staying on beat,"Irvin Rosales balances school, two jobs, and a music-industry internship.",https://news.ucr.edu/articles/2019/03/12/staying-beat
How the Webb telescope could ultimately help protect Earth,"UC Riverside astrophysicist Stephen Kane breaks down some unique aspects of the James Webb Space Telescope, explains how separate Venus projects intersect, and how both might benefit Earth. ",https://news.ucr.edu/articles/2022/01/11/how-webb-telescope-could-ultimately-help-protect-earth
Award-winning inventions improve electronics and renewable natural gas,Graphene thermal interface and steam hydrogasification receive TechConnect National Innovation Awards,https://news.ucr.edu/articles/2018/07/02/award-winning-inventions-improve-electronics-and-renewable-natural-gas
Rewriting the textbook on how steroid hormones enter cells,Identification of a transporter that ferries steroids into cells could bring widespread benefits for human health,https://news.ucr.edu/articles/2018/10/04/rewriting-textbook-how-steroid-hormones-enter-cells
Publishing company Wiley acquires zyBooks,"The web-based, interactive textbook replacements were invented by a UC Riverside computer scientist and commercialized by the startup he co-founded, Zyante Inc",https://news.ucr.edu/articles/2019/07/30/publishing-company-wiley-acquires-zybooks
UC Riverside biotech startup will mass-produce engineered cells,The licensed technology is a tipping point for emerging lifesaving therapies,https://news.ucr.edu/articles/2019/12/11/uc-riverside-biotech-startup-will-mass-produce-engineered-cells
"Venus might be habitable today, if not for Jupiter","Venus might not be a sweltering, waterless hellscape today if Jupiter hadn’t altered its orbit around the sun, according to new UC Riverside research.",https://news.ucr.edu/articles/2020/09/30/venus-might-be-habitable-today-if-not-jupiter
Skateboarder’s view: Photo exhibit captures an inside look at California’s skate parks,"A photo exhibit and book launch are set for Sept. 19 in Orange County, with the show traveling to UCR’s Culver Center of the Arts in January 2020.",https://news.ucr.edu/articles/2019/09/06/skateboarders-view-photo-exhibit-captures-inside-look-californias-skate-parks
‘Adventurous Music for Curious Ears’,The 2021-22 Outpost Concert Series kicks off the five-concert season on Nov. 3.,https://news.ucr.edu/articles/2021/10/29/adventurous-music-curious-ears
UC Riverside-led ExCITE incubator graduates first startups,Meet the three companies that have secured funding and expanded operations,https://news.ucr.edu/articles/2020/06/03/uc-riverside-led-excite-incubator-graduates-first-startups
"Delays in Lockdown Spike Total Cases, New Study Finds",Delay in lockdowns increase cases by a 15% to 25% per week late; failure to lockdown increases cases 45% to 128%,https://news.ucr.edu/articles/2020/05/07/delays-lockdown-spike-total-cases-new-study-finds
Study disrupts venture capitalist assumptions about tax benefits of corporations,Startups backed by venture capital pay more taxes when organized as corporations versus LLCs,https://news.ucr.edu/articles/2021/08/11/study-disrupts-venture-capitalist-assumptions-about-tax-benefits-corporations
The enduring power of art as activism in “Emory Douglas: Bold Visual Language”,"Although the Black Panther Party dissolved nearly 40 years ago, the movement’s legacy endures — largely through the iconic imagery created by former party member Emory Douglas. ",https://news.ucr.edu/articles/2019/05/06/enduring-power-art-activism-emory-douglas-bold-visual-language
$2.3 million NIH grant will support efforts to stop mosquito-borne diseases ,National Institutes of Health award to UCR’s Naoki Yamanaka recognizes highly innovative research,https://news.ucr.edu/articles/2018/10/02/23-million-nih-grant-will-support-efforts-stop-mosquito-borne-diseases
Experts on SATs/standardized tests,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  SATs/standardized tests   Stephen Brint: Distinguished professor of Sociology. Brint has written articles and books on standardized testing and its role in higher education. He is especially interested in solving education inequalities associated with racial and social class gaps. brint@ucr.edu",https://news.ucr.edu/articles/2019/12/11/experts-satsstandardized-tests
Deconstructing the indestructible ‘Luke Cage’,"“How do you show that he’s bulletproof?” asks artist and University of California, Riverside professor John Jennings, while discussing Marvel superhero Luke Cage. “You have to shoot him. You have to have a black man during the Black Lives Matter movement shot every episode to prove that he’s bulletproof. And that’s problematic.”",https://news.ucr.edu/articles/2018/11/15/deconstructing-indestructible-luke-cage
"Decoding race, monstrosity, and desire in ‘Candyman’","“Reflection Eternal,” on view at the Culver Center of the Arts Aug. 31-Jan. 19, unpacks the iconic horror film figure",https://news.ucr.edu/articles/2019/08/28/decoding-race-monstrosity-and-desire-candyman
‘Empty Vessel’ offers a rare insider’s view of California skate parks,Photographer Amir Zaki highlights the unique architectural spaces and their place in California culture,https://news.ucr.edu/articles/2020/02/14/empty-vessel-offers-rare-insiders-view-california-skate-parks
‘Art in the Plague Year’ exhibition seeks art imagining a world beyond 2020,The open call marks the first time the California Museum of Photography has solicited art from the public at this scale,https://news.ucr.edu/articles/2020/11/24/art-plague-year-exhibition-seeks-art-imagining-world-beyond-2020
A quieter campus greets the start of the school year,"Classes start Thursday at UC Riverside, in a manner unprecedented in the university’s history.",https://news.ucr.edu/articles/2020/09/30/quieter-campus-greets-start-school-year
ARTSblock exhibition features public’s work alongside artist’s,The Culver Center will host an exhibition featuring photography submitted by the community in conjunction with installations by Xavier Cázares Cortéz,https://news.ucr.edu/articles/2018/06/11/artsblock-exhibition-features-publics-work-alongside-artists
Exhibition explores 20th Century through the lens of dust,"A peculiar photograph leads to an examination of modernity, war, and ruin in “A Handful of Dust”",https://news.ucr.edu/articles/2018/06/11/exhibition-explores-20th-century-through-lens-dust
Outpost Concert Series: Music that elevates the senses,"Running Nov. 6 through April 2020, the series’ five programs will highlight music composed over the past 40 years.",https://news.ucr.edu/articles/2019/10/16/outpost-concert-series-music-elevates-senses
UCR earns Seal of Excelencia certification,"Excelencia in Education, the nation’s premier authority on efforts accelerating Latino student success in higher education, announced today UC Riverside has been certified with the Seal of Excelencia in 2021. The national announcement was made this morning by Excelencia in Education during a press conference at the Mayflower Hotel in Washington, D.C. James Kvaal, the U.S. Department of Education under secretary, delivered remarks. UCR is one of just 10 institutions nationwide to earn Seal of Excelencia certification this year. ",https://news.ucr.edu/articles/2021/10/29/ucr-earns-seal-excelencia-certification
"UCR ARTS celebrates new name, purpose",The newly renamed arts institution will bring enhanced programming and scholarship to downtown Riverside,https://news.ucr.edu/articles/2018/08/08/ucr-arts-celebrates-new-name-purpose
Finding grace through waste in ‘Intolerable Beauty’,The new exhibition from artist and environmental activist Chris Jordan runs July 6-Jan. 5 at the Culver Center of the Arts,https://news.ucr.edu/articles/2019/06/17/finding-grace-through-waste-intolerable-beauty
UCR offering webinars with campus tour guides,"Every spring, hundreds of prospective college students flock to UC Riverside for a tour of the campus to help them decide where to go that fall. With on-campus tours no longer possible, UCR is offering an online alternative. Last month, its team of student tour guides began offering Zoom meetings for high school and transfer students wanting to know more about the campus.",https://news.ucr.edu/articles/2020/05/07/ucr-offering-webinars-campus-tour-guides
Dual exhibitions from photographer John Divola examine social identity and the sublime,“STRATUM” and “Clive Wearing’s Dilemma” are on view at the California Museum of Photography May 11-Sept. 8,https://news.ucr.edu/articles/2019/05/17/dual-exhibitions-photographer-john-divola-examine-social-identity-and-sublime
Power play: Manipulation and absurdity in photography,California Museum of Photography exhibition explores how artist Robert Cumming exposed the truth and trickery of photography,https://news.ucr.edu/articles/2019/10/02/power-play-manipulation-and-absurdity-photography
Comprehensive digital photography collection and $500k endowment donated to UCR ARTS,The gift from Jim and Georgia Steinhart marks the art center’s inaugural born-digital collection and first-ever endowment,https://news.ucr.edu/articles/2019/12/04/comprehensive-digital-photography-collection-and-500k-endowment-donated-ucr
UCR ARTS goes virtual,"Experience 360-degree exhibition tours, artist interviews, hands-on activities, and more from the comfort of home",https://news.ucr.edu/articles/2020/05/22/ucr-arts-goes-virtual
In the eye of the beholder,A new exhibition at the California Museum of Photography explores the iconic work of documentary photographer Bruce Davidson and the evolution of meaning in photographs,https://news.ucr.edu/articles/2020/10/19/eye-beholder
“Fictive Kin” questions how we view the everyday,"A new exhibition showcasing the photography of contemporary artists Sarah Conaway, Annette Kelm, and Kim Schoen will debut at the Culver Center of the Arts at UCR ARTSblock on Feb. 24. Much information in our daily lives is consumed through visual cues, like billboards blinking by on a highway, with little time to question authenticity. “Fictive Kin” invites viewers to consider the often-unconscious assumptions we make when looking at photos.",https://news.ucr.edu/articles/2018/02/21/fictive-kin-questions-how-we-view-everyday
"Amir Zaki publishes 23 years of photography in new monograph, ‘Building+Becoming’ ",The book weaves stories that capture both nature and architecture. It goes on sale on April 26 ,https://news.ucr.edu/articles/2022/04/20/amir-zaki-publishes-23-years-photography-new-monograph-buildingbecoming
Star tours,Astronomers have a new tool in their search for extraterrestrial life – a sophisticated bot that helps identify stars hosting planets similar to Jupiter and Saturn.,https://news.ucr.edu/articles/2019/06/25/star-tours
Political scientist’s book takes honest look at sanctuary cities,"In his new book, Loren Collingwood traces the history of — and attitudes toward — contemporary U.S. sanctuary policies",https://news.ucr.edu/articles/2019/10/16/political-scientists-book-takes-honest-look-sanctuary-cities
Australia enables UCR to dig into Earth’s wild past,Australian officials signed an agreement last night allowing UC Riverside to continue its pioneering research on a government-owned goldmine for unusual fossils. Nilpena Station is a city-sized plot of land in the Australian Outback. It harbors the richest collection on Earth of animal species around 550 million years old. Some of its fossil beds are the size of a tennis court and contain entire communities of organisms. ,https://news.ucr.edu/articles/2019/07/23/australia-enables-ucr-dig-earths-wild-past
Making sense of a ‘7.1’,"Abhijit Ghosh, UCR associate professor of geophysics, is racing to understand everything he can about the fault that was unknown until it produced a 7.1 magnitude earthquake on July 5. Ghosh's work could help officials prepare for the next big shake.",https://news.ucr.edu/articles/2019/08/14/making-sense-71
NASA’s TESS mission finds ‘missing link’ planets,"NASA’s newest planet-hunting satellite has discovered a type of planet missing from our own solar system.  Launched in 2018, the Transiting Exoplanet Survey Satellite, or TESS, has found three new worlds around a neighboring star. Stephen Kane, a UC Riverside associate professor of planetary astrophysics, says the new star system, called TESS Object of Interest, or TOI-270, is exactly what the satellite was designed to find. ",https://news.ucr.edu/articles/2019/07/29/nasas-tess-mission-finds-missing-link-planets
The most spectacular celestial vision you’ll never see,"Contrary to previous thought, a gigantic planet in wild orbit does not preclude the presence of an Earth-like planet in the same solar system – or life on that planet. What’s more, the view from that Earth-like planet as its giant neighbor moves past would be unlike anything it is possible to view in our own night skies on Earth, according to new research led by Stephen Kane, associate professor of planetary astrophysics at UC Riverside. ",https://news.ucr.edu/articles/2019/11/04/most-spectacular-celestial-vision-youll-never-see
Student Freedom Initiative adds UCR to its next cohort of member institutions,"Today, Student Freedom Initiative announced the next round of Minority Serving Institutions, or MSIs, that will participate in its program.  UC Riverside, ranked No. 1 in the U.S. for social mobility by U.S. News and World Report, was one of the universities selected. ",https://news.ucr.edu/articles/2022/08/23/student-freedom-initiative-adds-ucr-its-next-cohort-member-institutions
"Earthquakes, chickens, and bugs, oh my!",New big data algorithms improve earthquake detection; monitor livestock health and agricultural pests,https://news.ucr.edu/articles/2019/11/26/earthquakes-chickens-and-bugs-oh-my
The thrust of the problem,A new understanding of a fault that caused a deadly 7.8 magnitude earthquake can help scientists better predict where and when the next big one will hit.,https://news.ucr.edu/articles/2019/11/11/thrust-problem
Ancestor of all animals identified in Australian fossils,A wormlike creature that lived more than 555 million years ago is the earliest bilaterian,https://news.ucr.edu/articles/2020/03/23/ancestor-all-animals-identified-australian-fossils
Scientists develop new method to detect oxygen on exoplanets,UC Riverside scientists have developed a new method for detecting oxygen in exoplanet atmospheres that may accelerate the search for life. ,https://news.ucr.edu/articles/2020/01/06/scientists-develop-new-method-detect-oxygen-exoplanets
Ancient meteorite site on Earth could reveal new clues about Mars’ past,UC Riverside scientists have devised new analytical tools to break down the enigmatic history of Mars’ atmosphere — and whether life was once possible there.,https://news.ucr.edu/articles/2020/02/26/ancient-meteorite-site-earth-could-reveal-new-clues-about-mars-past
Drug decreases gut leakiness associated with ulcerative colitis,UC Riverside-led study is the first to show how tofacitinib affects epithelial cells lining the gut,https://news.ucr.edu/articles/2019/12/04/drug-decreases-gut-leakiness-associated-ulcerative-colitis
Newly discovered planet zips around baby star in a week,The discovery gives scientists a front seat to the earliest stages of planet formation,https://news.ucr.edu/articles/2020/06/24/newly-discovered-planet-zips-around-baby-star-week
Gender insecurity prompts women MMA fighters to date hypermasculine men,Challenging gender norms in sport can lead to overdoing them in intimate relationships,https://news.ucr.edu/articles/2020/10/19/gender-insecurity-prompts-women-mma-fighters-date-hypermasculine-men
